"species","long","lat"
"Larus.glaucoides",5.1,52.05
"Larus.glaucoides",5.1,52.05
"Larus.glaucoides",5.1,52.05
"Larus.glaucoides",5.1,52.05
"Larus.glaucoides",5.1,52.05
"Larus.glaucoides",5.1,52.05
"Larus.glaucoides",5.1,52.05
"Larus.glaucoides",5.1,52.05
"Larus.glaucoides",4.7,52.85
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.7,52.85
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.7,52.85
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",6.05,52.5
"Larus.glaucoides",4.85,52.35
"Larus.glaucoides",4.7,52.85
"Larus.glaucoides",6.05,52.5
"Larus.thayeri",-9.544395,53.265594
"Larus.thayeri",-10.038236,53.563717
"Larus.thayeri",-10.0391,53.581675
"Larus.thayeri",-10.036511,53.527801
"Larus.thayeri",-10.040831,53.61759
"Larus.thayeri",-9.574357,53.265202
"Larus.thayeri",-9.848426,54.227241
"Larus.cachinnans",11.906693,57.690575
"Larus.cachinnans",11.906693,57.690575
"Larus.cachinnans",12.749232,56.231033
"Larus.cachinnans",12.906195,56.620819
"Larus.cachinnans",13.729033,56.112881
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",16.06989,58.536809
"Larus.cachinnans",13.729033,56.112881
"Larus.cachinnans",16.078514,58.566687
"Larus.cachinnans",12.801568,56.095963
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",13.493612,55.690363
"Larus.cachinnans",11.906693,57.690575
"Larus.cachinnans",12.849044,56.658293
"Larus.cachinnans",12.921313,56.62756
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",12.87664,56.27433
"Larus.cachinnans",11.923734,57.698477
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",12.906195,56.620819
"Larus.cachinnans",12.847588,56.661882
"Larus.cachinnans",11.923734,57.698477
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",11.906693,57.690575
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",16.845226,56.819563
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.828427,56.099601
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",15.315027,56.186283
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",11.471522,58.179245
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",14.359085,55.558653
"Larus.cachinnans",12.779316,56.050167
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",11.923734,57.698477
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",17.983922,59.17369
"Larus.cachinnans",12.766857,56.057747
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",12.849044,56.658293
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",12.92814,55.592414
"Larus.cachinnans",12.779316,56.050167
"Larus.cachinnans",12.745773,55.989748
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",16.373521,56.66283
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",11.910708,57.63549
"Larus.cachinnans",16.373521,56.66283
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",12.784392,56.213153
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",18.290903,57.640654
"Larus.cachinnans",16.370269,56.661058
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",16.370269,56.661058
"Larus.cachinnans",12.779316,56.050167
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.370269,56.661058
"Larus.cachinnans",17.109834,58.713732
"Larus.cachinnans",16.370269,56.661058
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",16.370269,56.661058
"Larus.cachinnans",15.355676,56.19483
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",16.396868,56.19457
"Larus.cachinnans",16.368975,56.66363
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.900275,56.299704
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",15.301301,56.175628
"Larus.cachinnans",13.127674,55.373475
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",15.301301,56.175628
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",15.652272,58.433237
"Larus.cachinnans",12.851577,55.405375
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.645387,56.557989
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.402042,56.200263
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.06203,56.331864
"Larus.cachinnans",14.326251,55.922349
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",15.652272,58.433237
"Larus.cachinnans",15.651994,58.433669
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",14.326251,55.922349
"Larus.cachinnans",15.315027,56.186283
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.370269,56.661058
"Larus.cachinnans",14.062838,55.385586
"Larus.cachinnans",12.739279,56.056367
"Larus.cachinnans",16.372389,56.530112
"Larus.cachinnans",15.301301,56.175628
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",15.347905,56.120924
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",14.047558,55.384407
"Larus.cachinnans",16.406579,56.199493
"Larus.cachinnans",18.182692,57.069045
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.416397,56.209017
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",13.530712,55.702645
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",13.362305,55.337753
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",13.59964,58.298423
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",13.597044,58.35437
"Larus.cachinnans",13.549191,58.367965
"Larus.cachinnans",13.577721,58.349039
"Larus.cachinnans",18.291334,57.642197
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",16.309983,56.682597
"Larus.cachinnans",15.347905,56.120924
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",16.406579,56.199493
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",13.597044,58.35437
"Larus.cachinnans",13.552425,58.375851
"Larus.cachinnans",13.549191,58.367965
"Larus.cachinnans",13.552425,58.375851
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",13.549191,58.367965
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",13.549191,58.367965
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",14.047558,55.384407
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",16.399329,56.196424
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",13.552425,58.375851
"Larus.cachinnans",14.209093,55.698611
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",14.021147,55.408282
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.99008,58.713476
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",15.651994,58.433669
"Larus.cachinnans",15.651994,58.433669
"Larus.cachinnans",13.076165,55.368365
"Larus.cachinnans",15.651994,58.433669
"Larus.cachinnans",15.651994,58.433669
"Larus.cachinnans",15.648185,58.434812
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",13.076165,55.368365
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",12.745773,55.989748
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",16.528498,60.467773
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",15.657644,58.437732
"Larus.cachinnans",15.648185,58.434812
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",13.699892,56.155746
"Larus.cachinnans",13.699892,56.155746
"Larus.cachinnans",15.648185,58.434812
"Larus.cachinnans",13.699892,56.155746
"Larus.cachinnans",14.225847,55.688586
"Larus.cachinnans",13.699892,56.155746
"Larus.cachinnans",13.700161,56.135734
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",14.979273,58.528326
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",14.061886,55.38256
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",15.648185,58.434812
"Larus.cachinnans",15.634621,58.430904
"Larus.cachinnans",15.657644,58.437732
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",15.634621,58.430904
"Larus.cachinnans",15.648185,58.434812
"Larus.cachinnans",14.699232,56.105623
"Larus.cachinnans",15.648185,58.434812
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",15.657644,58.437732
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",15.648185,58.434812
"Larus.cachinnans",16.882363,60.641875
"Larus.cachinnans",16.203209,56.528963
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",14.021147,55.408282
"Larus.cachinnans",16.203209,56.528963
"Larus.cachinnans",12.906195,56.620819
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",15.660708,58.438992
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",12.828616,56.09915
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",14.205706,55.85998
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",12.924879,56.594269
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",12.782586,56.221455
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",14.357369,55.558206
"Larus.cachinnans",16.180114,56.701653
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",13.350259,55.742042
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",13.504841,55.418404
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.845226,56.819563
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",13.098712,55.381907
"Larus.cachinnans",13.468585,55.463843
"Larus.cachinnans",13.467165,55.463899
"Larus.cachinnans",16.845226,56.819563
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",16.699142,56.60363
"Larus.cachinnans",16.840591,56.822178
"Larus.cachinnans",13.468585,55.463843
"Larus.cachinnans",17.454509,62.356942
"Larus.cachinnans",13.117721,55.383458
"Larus.cachinnans",12.927547,55.59185
"Larus.cachinnans",16.630547,56.506974
"Larus.cachinnans",16.630547,56.506974
"Larus.cachinnans",13.468585,55.463843
"Larus.cachinnans",13.739777,56.199153
"Larus.cachinnans",13.117649,55.374828
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",13.591555,55.388056
"Larus.cachinnans",13.468585,55.463843
"Larus.cachinnans",12.779316,56.050167
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",13.362305,55.337753
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",18.148295,57.445039
"Larus.cachinnans",15.449056,56.180993
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",15.449056,56.180993
"Larus.cachinnans",14.047558,55.384407
"Larus.cachinnans",16.840591,56.822178
"Larus.cachinnans",16.840591,56.822178
"Larus.cachinnans",14.051268,55.382483
"Larus.cachinnans",14.047558,55.384407
"Larus.cachinnans",18.1441,57.451694
"Larus.cachinnans",13.365108,55.778798
"Larus.cachinnans",18.1441,57.451694
"Larus.cachinnans",12.932803,56.633113
"Larus.cachinnans",17.104453,57.365226
"Larus.cachinnans",15.449056,56.180993
"Larus.cachinnans",18.12847,56.908398
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.791498,56.085424
"Larus.cachinnans",15.449056,56.180993
"Larus.cachinnans",13.097922,55.375675
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",12.944023,55.50723
"Larus.cachinnans",18.12847,56.908398
"Larus.cachinnans",14.313351,55.487431
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.39871,56.196494
"Larus.cachinnans",18.12847,56.908398
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",13.350411,55.748899
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",14.348619,55.561803
"Larus.cachinnans",12.812213,55.378416
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",14.667539,55.991768
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",14.051268,55.382483
"Larus.cachinnans",18.396877,56.995084
"Larus.cachinnans",18.12847,56.908398
"Larus.cachinnans",12.812213,55.378416
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.238037,57.130658
"Larus.cachinnans",12.238037,57.130658
"Larus.cachinnans",12.247307,57.13156
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",12.247307,57.13156
"Larus.cachinnans",18.12847,56.908398
"Larus.cachinnans",18.12847,56.908398
"Larus.cachinnans",12.252895,57.127898
"Larus.cachinnans",12.250945,57.133237
"Larus.cachinnans",15.469843,56.197754
"Larus.cachinnans",15.469843,56.197754
"Larus.cachinnans",16.645387,56.557989
"Larus.cachinnans",18.12847,56.908398
"Larus.cachinnans",12.812213,55.378416
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",13.530712,55.702645
"Larus.cachinnans",12.812213,55.378416
"Larus.cachinnans",13.530712,55.702645
"Larus.cachinnans",17.054606,57.359112
"Larus.cachinnans",17.084537,57.36851
"Larus.cachinnans",17.084537,57.36851
"Larus.cachinnans",17.084537,57.36851
"Larus.cachinnans",17.084537,57.36851
"Larus.cachinnans",18.433987,57.116824
"Larus.cachinnans",17.104453,57.365226
"Larus.cachinnans",17.084537,57.36851
"Larus.cachinnans",12.238037,57.130658
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.394622,56.205299
"Larus.cachinnans",16.399329,56.196425
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",12.920891,56.628311
"Larus.cachinnans",13.530712,55.702645
"Larus.cachinnans",13.543486,55.699107
"Larus.cachinnans",13.530712,55.702645
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.477819,55.440108
"Larus.hyperboreus",12.734841,56.47064
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.92713,57.70023
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.499675,55.447099
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.477819,55.440108
"Larus.hyperboreus",11.610671,57.697321
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",16.408528,61.340902
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.477819,55.440108
"Larus.hyperboreus",13.499675,55.447099
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.504841,55.418404
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.477819,55.440108
"Larus.hyperboreus",11.926375,57.699466
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",12.933943,56.485925
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.609342,57.760067
"Larus.hyperboreus",12.914522,56.463261
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.477819,55.440108
"Larus.hyperboreus",11.241832,58.429305
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.499675,55.447099
"Larus.hyperboreus",13.477819,55.440108
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.477819,55.440108
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.925189,57.698506
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.477819,55.440108
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.481619,55.436251
"Larus.hyperboreus",16.303551,61.342996
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.477819,55.440108
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",13.477819,55.440108
"Larus.hyperboreus",12.734841,56.47064
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.924947,57.699226
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
"Larus.hyperboreus",11.923734,57.698477
